Symbol,Date,Bid,Ask
BTCUSD,2016-01-04 19:25:25.131,1.0815700000000001,1.08161
BTCUSD,2016-01-04 19:25:25.230,1.0815700000000001,1.0816
BTCUSD,2016-01-04 19:25:25.324,1.0815700000000001,1.0816299999999999
BTCUSD,2016-01-04 19:25:25.387,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:25:26.171,1.08159,1.08164
BTCUSD,2016-01-04 19:25:27.359,1.0816299999999999,1.08164
BTCUSD,2016-01-04 19:25:27.375,1.0816299999999999,1.08166
BTCUSD,2016-01-04 19:25:27.384,1.0816299999999999,1.0816700000000001
BTCUSD,2016-01-04 19:25:27.451,1.0816299999999999,1.08168
BTCUSD,2016-01-04 19:25:27.464,1.0816299999999999,1.08171
BTCUSD,2016-01-04 19:25:27.482,1.08166,1.08171
BTCUSD,2016-01-04 19:25:27.535,1.0816299999999999,1.08171
BTCUSD,2016-01-04 19:25:27.576,1.08166,1.0817
BTCUSD,2016-01-04 19:25:27.655,1.0816700000000001,1.0817299999999999
BTCUSD,2016-01-04 19:25:27.718,1.08166,1.08171
BTCUSD,2016-01-04 19:25:27.736,1.0816700000000001,1.0817299999999999
BTCUSD,2016-01-04 19:25:27.737,1.08166,1.08174
BTCUSD,2016-01-04 19:25:27.817,1.0816700000000001,1.08174
BTCUSD,2016-01-04 19:25:27.942,1.0816700000000001,1.0817299999999999
BTCUSD,2016-01-04 19:25:27.955,1.0816700000000001,1.08174
BTCUSD,2016-01-04 19:25:28.128,1.0816700000000001,1.0817299999999999
BTCUSD,2016-01-04 19:25:28.394,1.08165,1.08168
BTCUSD,2016-01-04 19:25:28.402,1.0816299999999999,1.0816700000000001
BTCUSD,2016-01-04 19:25:28.415,1.0816299999999999,1.08168
BTCUSD,2016-01-04 19:25:28.430,1.0816299999999999,1.0816700000000001
BTCUSD,2016-01-04 19:25:28.441,1.08162,1.08164
BTCUSD,2016-01-04 19:25:28.464,1.0816,1.08164
BTCUSD,2016-01-04 19:25:28.478,1.08159,1.0816
BTCUSD,2016-01-04 19:25:28.536,1.08156,1.08161
BTCUSD,2016-01-04 19:25:28.823,1.0815700000000001,1.0816299999999999
BTCUSD,2016-01-04 19:25:28.927,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:25:29.478,1.08159,1.08164
BTCUSD,2016-01-04 19:25:30.955,1.08156,1.08164
BTCUSD,2016-01-04 19:25:31.073,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:25:31.587,1.08159,1.08164
BTCUSD,2016-01-04 19:25:31.649,1.08159,1.0816700000000001
BTCUSD,2016-01-04 19:25:31.676,1.0816,1.0816700000000001
BTCUSD,2016-01-04 19:25:31.810,1.0816,1.08166
BTCUSD,2016-01-04 19:25:35.521,1.0816299999999999,1.08166
BTCUSD,2016-01-04 19:25:35.537,1.08165,1.08168
BTCUSD,2016-01-04 19:25:35.565,1.0816299999999999,1.08168
BTCUSD,2016-01-04 19:25:35.579,1.0816299999999999,1.0817
BTCUSD,2016-01-04 19:25:35.639,1.0816299999999999,1.08171
BTCUSD,2016-01-04 19:25:35.672,1.08166,1.08171
BTCUSD,2016-01-04 19:25:36.143,1.08166,1.0817
BTCUSD,2016-01-04 19:25:36.339,1.08166,1.08171
BTCUSD,2016-01-04 19:25:38.383,1.08166,1.08174
BTCUSD,2016-01-04 19:25:38.466,1.08166,1.0817299999999999
BTCUSD,2016-01-04 19:25:38.553,1.0816700000000001,1.0817299999999999
BTCUSD,2016-01-04 19:25:39.208,1.08166,1.0816700000000001
BTCUSD,2016-01-04 19:25:39.253,1.0816299999999999,1.0816700000000001
BTCUSD,2016-01-04 19:25:39.276,1.0816299999999999,1.08166
BTCUSD,2016-01-04 19:25:39.285,1.08159,1.08166
BTCUSD,2016-01-04 19:25:39.318,1.0816,1.08166
BTCUSD,2016-01-04 19:25:39.424,1.08159,1.08166
BTCUSD,2016-01-04 19:25:39.529,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:25:39.539,1.08159,1.08164
BTCUSD,2016-01-04 19:25:39.777,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:25:39.898,1.08159,1.08164
BTCUSD,2016-01-04 19:25:45.123,1.08159,1.08166
BTCUSD,2016-01-04 19:25:45.234,1.08159,1.08164
BTCUSD,2016-01-04 19:25:45.499,1.08159,1.08166
BTCUSD,2016-01-04 19:25:45.608,1.08159,1.08164
BTCUSD,2016-01-04 19:25:46.985,1.08159,1.08166
BTCUSD,2016-01-04 19:25:47.393,1.08159,1.08164
BTCUSD,2016-01-04 19:25:48.519,1.08156,1.08164
BTCUSD,2016-01-04 19:25:48.542,1.08156,1.08161
BTCUSD,2016-01-04 19:25:48.563,1.0815700000000001,1.08161
BTCUSD,2016-01-04 19:25:48.595,1.08156,1.08161
BTCUSD,2016-01-04 19:25:48.747,1.0815700000000001,1.08161
BTCUSD,2016-01-04 19:25:48.872,1.08156,1.08161
BTCUSD,2016-01-04 19:25:48.895,1.08156,1.08164
BTCUSD,2016-01-04 19:25:48.915,1.08156,1.0816299999999999
BTCUSD,2016-01-04 19:25:48.959,1.08156,1.08164
BTCUSD,2016-01-04 19:25:48.978,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:25:49.857,1.08159,1.08164
BTCUSD,2016-01-04 19:25:50.031,1.0816,1.08164
BTCUSD,2016-01-04 19:25:50.453,1.08159,1.08164
BTCUSD,2016-01-04 19:25:50.465,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:25:50.674,1.08159,1.08164
BTCUSD,2016-01-04 19:25:50.784,1.08156,1.08161
BTCUSD,2016-01-04 19:25:50.806,1.08156,1.0816299999999999
BTCUSD,2016-01-04 19:25:50.823,1.08156,1.0816
BTCUSD,2016-01-04 19:25:50.936,1.08156,1.08158
BTCUSD,2016-01-04 19:25:51.318,1.08156,1.0816
BTCUSD,2016-01-04 19:25:51.556,1.0815700000000001,1.0816
BTCUSD,2016-01-04 19:25:51.786,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:25:52.335,1.08159,1.08164
BTCUSD,2016-01-04 19:25:55.224,1.08159,1.08161
BTCUSD,2016-01-04 19:25:55.242,1.08159,1.08164
BTCUSD,2016-01-04 19:25:55.253,1.08156,1.0816
BTCUSD,2016-01-04 19:25:55.265,1.08156,1.08161
BTCUSD,2016-01-04 19:25:55.347,1.08156,1.0816
BTCUSD,2016-01-04 19:25:55.949,1.0815700000000001,1.0816
BTCUSD,2016-01-04 19:25:56.118,1.08156,1.0816
BTCUSD,2016-01-04 19:25:56.297,1.0815700000000001,1.08161
BTCUSD,2016-01-04 19:26:00.753,1.0815700000000001,1.0816299999999999
BTCUSD,2016-01-04 19:26:00.765,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:26:13.663,1.0815700000000001,1.0816299999999999
BTCUSD,2016-01-04 19:26:13.681,1.0815700000000001,1.08161
BTCUSD,2016-01-04 19:26:13.821,1.08156,1.08161
BTCUSD,2016-01-04 19:26:13.899,1.08159,1.08161
BTCUSD,2016-01-04 19:26:14.678,1.08159,1.08164
BTCUSD,2016-01-04 19:26:14.855,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:26:15.037,1.0815700000000001,1.0816299999999999
BTCUSD,2016-01-04 19:26:15.126,1.08156,1.0816299999999999
BTCUSD,2016-01-04 19:26:16.248,1.08156,1.08161
BTCUSD,2016-01-04 19:26:17.505,1.08156,1.0816
BTCUSD,2016-01-04 19:26:18.548,1.08156,1.08161
BTCUSD,2016-01-04 19:26:19.048,1.08156,1.0816299999999999
BTCUSD,2016-01-04 19:26:20.606,1.08156,1.08161
BTCUSD,2016-01-04 19:26:21.036,1.08156,1.0816299999999999
BTCUSD,2016-01-04 19:26:21.511,1.0815700000000001,1.0816299999999999
BTCUSD,2016-01-04 19:26:22.511,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:26:32.256,1.0815700000000001,1.0816299999999999
BTCUSD,2016-01-04 19:26:36.740,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:26:36.831,1.08156,1.08164
BTCUSD,2016-01-04 19:26:36.849,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:26:40.793,1.08159,1.08164
BTCUSD,2016-01-04 19:26:50.262,1.0815700000000001,1.08164
BTCUSD,2016-01-04 19:26:56.223,1.0815700000000001,1.0816299999999999
BTCUSD,2016-01-04 19:26:56.390,1.0815700000000001,1.08161
BTCUSD,2016-01-04 19:26:56.502,1.0815700000000001,1.0816299999999999
BTCUSD,2016-01-04 19:27:00.930,1.08156,1.0816299999999999
BTCUSD,2016-01-04 19:27:00.940,1.08156,1.08161
BTCUSD,2016-01-04 19:27:01.082,1.08156,1.0816
BTCUSD,2016-01-04 19:27:01.517,1.08156,1.08161
BTCUSD,2016-01-04 19:27:01.795,1.08156,1.0816299999999999
BTCUSD,2016-01-04 19:27:01.907,1.08156,1.08161
BTCUSD,2016-01-04 19:27:01.947,1.08156,1.0816299999999999
BTCUSD,2016-01-04 19:27:02.372,1.08156,1.08161
BTCUSD,2016-01-04 19:27:02.488,1.08156,1.0816299999999999
BTCUSD,2016-01-04 19:27:02.817,1.08162,1.0816299999999999
BTCUSD,2016-01-04 19:27:02.828,1.0816299999999999,1.08164
BTCUSD,2016-01-04 19:27:02.854,1.08162,1.08164
BTCUSD,2016-01-04 19:27:02.876,1.0816299999999999,1.08164
BTCUSD,2016-01-04 19:27:02.900,1.08165,1.0816700000000001
BTCUSD,2016-01-04 19:27:03.101,1.08166,1.0816700000000001
BTCUSD,2016-01-04 19:27:03.356,1.08165,1.0816700000000001
BTCUSD,2016-01-04 19:27:03.475,1.08166,1.0816700000000001
BTCUSD,2016-01-04 19:27:04.314,1.08166,1.08171
BTCUSD,2016-01-04 19:27:04.821,1.08166,1.0817
BTCUSD,2016-01-04 19:27:06.627,1.08166,1.08171
BTCUSD,2016-01-04 19:27:06.686,1.08165,1.08171
BTCUSD,2016-01-04 19:27:06.806,1.08166,1.08171
BTCUSD,2016-01-04 19:27:10.923,1.0816299999999999,1.0816700000000001
BTCUSD,2016-01-04 19:27:10.960,1.08162,1.08168
BTCUSD,2016-01-04 19:27:10.980,1.0816299999999999,1.08168
BTCUSD,2016-01-04 19:27:10.988,1.08165,1.08168
BTCUSD,2016-01-04 19:27:11.024,1.0816299999999999,1.08168
BTCUSD,2016-01-04 19:27:11.039,1.0816299999999999,1.0816700000000001
BTCUSD,2016-01-04 19:27:11.067,1.08162,1.0816700000000001
BTCUSD,2016-01-04 19:27:11.101,1.0816,1.0816700000000001
BTCUSD,2016-01-04 19:27:11.176,1.08159,1.0816700000000001
BTCUSD,2016-01-04 19:27:11.273,1.08159,1.08166
BTCUSD,2016-01-04 19:27:12.720,1.08162,1.08166
BTCUSD,2016-01-04 19:27:12.743,1.08162,1.0816700000000001
BTCUSD,2016-01-04 19:27:12.915,1.0816,1.0816700000000001
BTCUSD,2016-01-04 19:27:14.423,1.08162,1.0816700000000001
BTCUSD,2016-01-04 19:27:14.511,1.0816,1.0816700000000001
BTCUSD,2016-01-04 19:27:24.790,1.0816,1.08166
BTCUSD,2016-01-04 19:27:24.876,1.08159,1.08166
BTCUSD,2016-01-04 19:27:25.054,1.0816,1.08166
BTCUSD,2016-01-04 19:27:25.464,1.0816,1.0816700000000001
BTCUSD,2016-01-04 19:27:25.790,1.0816,1.08166
BTCUSD,2016-01-04 19:27:45.727,1.0816299999999999,1.0816700000000001
BTCUSD,2016-01-04 19:27:45.746,1.08166,1.0816700000000001
BTCUSD,2016-01-04 19:27:45.757,1.08166,1.08168
BTCUSD,2016-01-04 19:27:45.956,1.08166,1.08171
BTCUSD,2016-01-04 19:27:45.962,1.0816700000000001,1.08171
BTCUSD,2016-01-04 19:27:45.966,1.08169,1.08174
BTCUSD,2016-01-04 19:27:45.968,1.0817,1.08174
BTCUSD,2016-01-04 19:27:46.932,1.08172,1.08174
BTCUSD,2016-01-04 19:27:47.317,1.08172,1.08175
BTCUSD,2016-01-04 19:27:47.726,1.0817,1.08175
BTCUSD,2016-01-04 19:27:56.821,1.0817299999999999,1.08175
BTCUSD,2016-01-04 19:27:56.841,1.0817299999999999,1.08178
BTCUSD,2016-01-04 19:27:56.879,1.08176,1.0818
BTCUSD,2016-01-04 19:27:56.962,1.08176,1.08181
BTCUSD,2016-01-04 19:27:57.027,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:27:57.082,1.08176,1.08181
BTCUSD,2016-01-04 19:27:57.549,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:27:58.357,1.08176,1.08181
BTCUSD,2016-01-04 19:27:58.521,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:27:58.527,1.08176,1.08181
BTCUSD,2016-01-04 19:27:58.668,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:28:00.121,1.08176,1.08181
BTCUSD,2016-01-04 19:28:00.237,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:28:00.499,1.08176,1.08181
BTCUSD,2016-01-04 19:28:01.453,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:28:01.566,1.08176,1.08181
BTCUSD,2016-01-04 19:28:02.721,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:28:02.829,1.08176,1.08181
BTCUSD,2016-01-04 19:28:03.911,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:28:04.026,1.08176,1.08181
BTCUSD,2016-01-04 19:28:07.172,1.08174,1.0817700000000001
BTCUSD,2016-01-04 19:28:07.191,1.0817299999999999,1.0817700000000001
BTCUSD,2016-01-04 19:28:07.229,1.0817,1.0817700000000001
BTCUSD,2016-01-04 19:28:07.277,1.0817,1.08175
BTCUSD,2016-01-04 19:28:07.392,1.08169,1.08175
BTCUSD,2016-01-04 19:28:07.415,1.0817,1.08174
BTCUSD,2016-01-04 19:28:07.433,1.08169,1.08174
BTCUSD,2016-01-04 19:28:07.617,1.0817,1.08174
BTCUSD,2016-01-04 19:28:07.989,1.08169,1.08174
BTCUSD,2016-01-04 19:28:08.148,1.0817,1.08174
BTCUSD,2016-01-04 19:28:08.200,1.08169,1.08174
BTCUSD,2016-01-04 19:28:08.304,1.0817,1.08174
BTCUSD,2016-01-04 19:28:08.328,1.0817,1.08175
BTCUSD,2016-01-04 19:28:08.550,1.0817,1.0817700000000001
BTCUSD,2016-01-04 19:28:08.725,1.08172,1.0817700000000001
BTCUSD,2016-01-04 19:28:09.331,1.0817,1.0817700000000001
BTCUSD,2016-01-04 19:28:10.910,1.0817,1.08175
BTCUSD,2016-01-04 19:28:11.115,1.08169,1.08175
BTCUSD,2016-01-04 19:28:11.116,1.08169,1.08174
BTCUSD,2016-01-04 19:28:11.439,1.08169,1.0817299999999999
BTCUSD,2016-01-04 19:28:11.452,1.0816700000000001,1.0817299999999999
BTCUSD,2016-01-04 19:28:11.556,1.0816700000000001,1.08171
BTCUSD,2016-01-04 19:28:12.854,1.08169,1.08171
BTCUSD,2016-01-04 19:28:16.131,1.0816700000000001,1.08171
BTCUSD,2016-01-04 19:28:16.206,1.0816700000000001,1.0817299999999999
BTCUSD,2016-01-04 19:28:16.277,1.08169,1.0817299999999999
BTCUSD,2016-01-04 19:28:16.360,1.0817,1.0817299999999999
BTCUSD,2016-01-04 19:28:16.431,1.0817,1.08175
BTCUSD,2016-01-04 19:28:16.469,1.0817299999999999,1.08175
BTCUSD,2016-01-04 19:28:16.553,1.0817299999999999,1.0817700000000001
BTCUSD,2016-01-04 19:28:16.853,1.0817299999999999,1.08178
BTCUSD,2016-01-04 19:28:16.872,1.0817299999999999,1.0817700000000001
BTCUSD,2016-01-04 19:28:17.161,1.08172,1.0817700000000001
BTCUSD,2016-01-04 19:28:17.235,1.0817,1.0817700000000001
BTCUSD,2016-01-04 19:28:17.364,1.0817,1.08175
BTCUSD,2016-01-04 19:28:17.576,1.0817,1.0817700000000001
BTCUSD,2016-01-04 19:28:17.677,1.08172,1.0817700000000001
BTCUSD,2016-01-04 19:28:17.799,1.0817299999999999,1.0817700000000001
BTCUSD,2016-01-04 19:28:19.138,1.08172,1.0817700000000001
BTCUSD,2016-01-04 19:28:19.215,1.0817,1.0817700000000001
BTCUSD,2016-01-04 19:28:20.255,1.0817,1.08175
BTCUSD,2016-01-04 19:28:21.655,1.0817,1.0817700000000001
BTCUSD,2016-01-04 19:28:21.728,1.0817299999999999,1.0817700000000001
BTCUSD,2016-01-04 19:28:23.185,1.08172,1.0817700000000001
BTCUSD,2016-01-04 19:28:23.290,1.0817,1.0817700000000001
BTCUSD,2016-01-04 19:28:23.618,1.0817,1.08175
BTCUSD,2016-01-04 19:28:25.023,1.0817,1.0817700000000001
BTCUSD,2016-01-04 19:28:27.671,1.0817,1.08174
BTCUSD,2016-01-04 19:28:28.943,1.08169,1.08174
BTCUSD,2016-01-04 19:28:36.505,1.08172,1.08174
BTCUSD,2016-01-04 19:28:36.523,1.0817299999999999,1.08174
BTCUSD,2016-01-04 19:28:36.537,1.0817299999999999,1.08178
BTCUSD,2016-01-04 19:28:36.561,1.08174,1.08178
BTCUSD,2016-01-04 19:28:36.577,1.0817299999999999,1.08178
BTCUSD,2016-01-04 19:28:36.631,1.08174,1.0817700000000001
BTCUSD,2016-01-04 19:28:36.650,1.08174,1.0818
BTCUSD,2016-01-04 19:28:36.684,1.08174,1.08181
BTCUSD,2016-01-04 19:28:36.763,1.08174,1.08178
BTCUSD,2016-01-04 19:28:36.861,1.0817299999999999,1.0817700000000001
BTCUSD,2016-01-04 19:28:36.874,1.08172,1.0817700000000001
BTCUSD,2016-01-04 19:28:36.922,1.0817299999999999,1.0817700000000001
BTCUSD,2016-01-04 19:28:36.924,1.08172,1.0817700000000001
BTCUSD,2016-01-04 19:28:36.958,1.0817,1.0817700000000001
BTCUSD,2016-01-04 19:28:36.975,1.0817,1.08175
BTCUSD,2016-01-04 19:28:37.374,1.0817,1.08174
BTCUSD,2016-01-04 19:28:39.055,1.0817,1.08175
BTCUSD,2016-01-04 19:28:39.160,1.0817,1.08174
BTCUSD,2016-01-04 19:28:40.073,1.08169,1.08174
BTCUSD,2016-01-04 19:28:49.514,1.0817,1.08174
BTCUSD,2016-01-04 19:28:49.567,1.0817299999999999,1.08174
BTCUSD,2016-01-04 19:28:49.589,1.08174,1.08178
BTCUSD,2016-01-04 19:28:49.626,1.08174,1.0818
BTCUSD,2016-01-04 19:28:49.680,1.08176,1.0818
BTCUSD,2016-01-04 19:28:49.849,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:28:49.939,1.0817700000000001,1.0818299999999998
BTCUSD,2016-01-04 19:28:50.216,1.0817700000000001,1.08184
BTCUSD,2016-01-04 19:28:50.845,1.0817700000000001,1.0818299999999998
BTCUSD,2016-01-04 19:28:51.688,1.0817700000000001,1.08184
BTCUSD,2016-01-04 19:28:55.383,1.08179,1.08184
BTCUSD,2016-01-04 19:28:55.591,1.0817700000000001,1.08184
BTCUSD,2016-01-04 19:28:58.811,1.0817700000000001,1.0818299999999998
BTCUSD,2016-01-04 19:28:58.966,1.0817700000000001,1.08184
BTCUSD,2016-01-04 19:28:59.636,1.0817700000000001,1.0818299999999998
BTCUSD,2016-01-04 19:28:59.763,1.0817700000000001,1.08184
BTCUSD,2016-01-04 19:29:01.659,1.08179,1.08184
BTCUSD,2016-01-04 19:29:01.816,1.0817700000000001,1.08184
BTCUSD,2016-01-04 19:29:02.044,1.08179,1.08184
BTCUSD,2016-01-04 19:29:11.932,1.08179,1.0818299999999998
BTCUSD,2016-01-04 19:29:11.944,1.0817700000000001,1.0818299999999998
BTCUSD,2016-01-04 19:29:21.385,1.0817700000000001,1.08181
BTCUSD,2016-01-04 19:29:21.429,1.08176,1.08181
BTCUSD,2016-01-04 19:29:21.518,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:29:21.600,1.08176,1.08181
BTCUSD,2016-01-04 19:29:21.762,1.08176,1.0818
BTCUSD,2016-01-04 19:29:22.021,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:29:22.125,1.08176,1.08181
BTCUSD,2016-01-04 19:29:24.794,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:29:30.968,1.08176,1.08181
BTCUSD,2016-01-04 19:29:32.334,1.08176,1.0818299999999998
BTCUSD,2016-01-04 19:29:32.560,1.0817700000000001,1.0818299999999998
BTCUSD,2016-01-04 19:29:32.688,1.08179,1.0818299999999998
BTCUSD,2016-01-04 19:29:33.495,1.08179,1.08184
BTCUSD,2016-01-04 19:29:36.367,1.0818,1.08184
BTCUSD,2016-01-04 19:29:39.407,1.08179,1.08184
BTCUSD,2016-01-04 19:29:41.200,1.0817700000000001,1.08184
BTCUSD,2016-01-04 19:29:41.371,1.0817700000000001,1.0818299999999998
BTCUSD,2016-01-04 19:29:45.283,1.0817700000000001,1.08184
BTCUSD,2016-01-04 19:29:45.458,1.0817700000000001,1.0818299999999998
BTCUSD,2016-01-04 19:29:45.473,1.08179,1.0818299999999998
BTCUSD,2016-01-04 19:29:45.611,1.0817700000000001,1.0818299999999998
BTCUSD,2016-01-04 19:29:45.720,1.08179,1.0818299999999998
BTCUSD,2016-01-04 19:29:50.553,1.08179,1.08184
BTCUSD,2016-01-04 19:29:50.921,1.0818,1.08184
BTCUSD,2016-01-04 19:29:50.937,1.0818299999999998,1.08184
BTCUSD,2016-01-04 19:29:50.963,1.08182,1.08187
BTCUSD,2016-01-04 19:29:50.977,1.08184,1.08188
BTCUSD,2016-01-04 19:29:50.990,1.0818299999999998,1.08188
BTCUSD,2016-01-04 19:29:51.021,1.0818299999999998,1.0819
BTCUSD,2016-01-04 19:29:51.045,1.08186,1.0819
BTCUSD,2016-01-04 19:29:51.165,1.08186,1.08188
BTCUSD,2016-01-04 19:29:51.177,1.08184,1.08188
BTCUSD,2016-01-04 19:29:51.191,1.08184,1.0819
BTCUSD,2016-01-04 19:29:51.231,1.08186,1.0819
BTCUSD,2016-01-04 19:29:51.254,1.08184,1.0819
BTCUSD,2016-01-04 19:29:51.420,1.08186,1.0819
BTCUSD,2016-01-04 19:29:51.629,1.08186,1.08191
BTCUSD,2016-01-04 19:29:51.648,1.08187,1.08191
BTCUSD,2016-01-04 19:29:52.029,1.08187,1.08192
BTCUSD,2016-01-04 19:29:54.032,1.08189,1.08192
BTCUSD,2016-01-04 19:29:54.126,1.0819,1.08192
BTCUSD,2016-01-04 19:29:54.143,1.0819,1.08194
BTCUSD,2016-01-04 19:29:56.201,1.0819,1.08195
BTCUSD,2016-01-04 19:29:56.210,1.0819,1.08194
BTCUSD,2016-01-04 19:29:56.219,1.08191,1.08194
BTCUSD,2016-01-04 19:29:56.235,1.08194,1.082
BTCUSD,2016-01-04 19:29:56.323,1.08197,1.082
BTCUSD,2016-01-04 19:29:56.411,1.08197,1.0820100000000001
BTCUSD,2016-01-04 19:29:56.423,1.08196,1.0820100000000001
BTCUSD,2016-01-04 19:29:57.114,1.08194,1.0820100000000001
BTCUSD,2016-01-04 19:29:57.138,1.08194,1.082
BTCUSD,2016-01-04 19:29:57.182,1.08194,1.08198
BTCUSD,2016-01-04 19:29:57.196,1.0819299999999998,1.08198
BTCUSD,2016-01-04 19:29:57.210,1.0819299999999998,1.08197
BTCUSD,2016-01-04 19:29:57.248,1.08191,1.08197
BTCUSD,2016-01-04 19:29:57.383,1.08191,1.08198
BTCUSD,2016-01-04 19:29:57.406,1.0819299999999998,1.08198
BTCUSD,2016-01-04 19:29:57.430,1.0819299999999998,1.0820100000000001
BTCUSD,2016-01-04 19:29:57.443,1.08194,1.0820100000000001
BTCUSD,2016-01-04 19:29:57.560,1.08196,1.0820100000000001
BTCUSD,2016-01-04 19:29:57.975,1.08197,1.0820100000000001
BTCUSD,2016-01-04 19:29:58.045,1.08197,1.082
BTCUSD,2016-01-04 19:29:58.050,1.08197,1.0820100000000001
BTCUSD,2016-01-04 19:29:58.063,1.08197,1.08202
BTCUSD,2016-01-04 19:29:58.192,1.08197,1.08204
BTCUSD,2016-01-04 19:29:58.544,1.08199,1.08204
BTCUSD,2016-01-04 19:30:00.065,1.08197,1.08204
BTCUSD,2016-01-04 19:30:00.173,1.08197,1.08205
BTCUSD,2016-01-04 19:30:00.349,1.08197,1.08204
BTCUSD,2016-01-04 19:30:00.754,1.08199,1.08204
BTCUSD,2016-01-04 19:30:00.848,1.08199,1.08205
BTCUSD,2016-01-04 19:30:00.878,1.082,1.08205
BTCUSD,2016-01-04 19:30:00.950,1.082,1.08207
BTCUSD,2016-01-04 19:30:00.968,1.082,1.08205
BTCUSD,2016-01-04 19:30:01.368,1.082,1.08207
BTCUSD,2016-01-04 19:30:01.913,1.082,1.08204
BTCUSD,2016-01-04 19:30:02.980,1.082,1.08207
BTCUSD,2016-01-04 19:30:03.244,1.082,1.08204
BTCUSD,2016-01-04 19:30:03.385,1.082,1.08207
BTCUSD,2016-01-04 19:30:03.484,1.082,1.08204
BTCUSD,2016-01-04 19:30:04.606,1.082,1.0820100000000001
BTCUSD,2016-01-04 19:30:04.620,1.08197,1.0820100000000001
BTCUSD,2016-01-04 19:30:04.641,1.08196,1.0820100000000001
BTCUSD,2016-01-04 19:30:04.652,1.08196,1.08202
BTCUSD,2016-01-04 19:30:04.680,1.08196,1.0820100000000001
BTCUSD,2016-01-04 19:30:04.696,1.08196,1.08202
BTCUSD,2016-01-04 19:30:04.750,1.08196,1.0820100000000001
BTCUSD,2016-01-04 19:30:04.821,1.08196,1.082
BTCUSD,2016-01-04 19:30:04.863,1.08196,1.08202
BTCUSD,2016-01-04 19:30:04.926,1.08197,1.08204
BTCUSD,2016-01-04 19:30:04.971,1.08197,1.08202
BTCUSD,2016-01-04 19:30:05.340,1.082,1.08202
BTCUSD,2016-01-04 19:30:05.498,1.082,1.08204
BTCUSD,2016-01-04 19:30:05.602,1.082,1.08202
BTCUSD,2016-01-04 19:30:05.894,1.082,1.08204
BTCUSD,2016-01-04 19:30:06.047,1.082,1.08202
BTCUSD,2016-01-04 19:30:09.690,1.082,1.08204
BTCUSD,2016-01-04 19:30:09.806,1.082,1.08202
BTCUSD,2016-01-04 19:30:16.256,1.082,1.08204
BTCUSD,2016-01-04 19:30:16.582,1.082,1.08202
BTCUSD,2016-01-04 19:30:25.731,1.082,1.08204
BTCUSD,2016-01-04 19:30:25.847,1.082,1.08205
BTCUSD,2016-01-04 19:30:25.919,1.082,1.08204
BTCUSD,2016-01-04 19:30:26.043,1.082,1.08205
BTCUSD,2016-01-04 19:30:26.465,1.0820299999999998,1.08205
BTCUSD,2016-01-04 19:30:26.485,1.0820299999999998,1.08208
BTCUSD,2016-01-04 19:30:26.498,1.08204,1.08208
BTCUSD,2016-01-04 19:30:26.507,1.08206,1.08208
BTCUSD,2016-01-04 19:30:26.525,1.08208,1.0821100000000001
BTCUSD,2016-01-04 19:30:26.543,1.0821100000000001,1.08212
BTCUSD,2016-01-04 19:30:26.579,1.0821100000000001,1.08215
BTCUSD,2016-01-04 19:30:29.644,1.0821,1.08215
BTCUSD,2016-01-04 19:30:30.417,1.0821100000000001,1.08215
BTCUSD,2016-01-04 19:30:30.646,1.0821100000000001,1.08217
BTCUSD,2016-01-04 19:30:30.765,1.0821100000000001,1.08215
BTCUSD,2016-01-04 19:30:34.368,1.08208,1.08215
BTCUSD,2016-01-04 19:30:34.524,1.08208,1.0821399999999999
BTCUSD,2016-01-04 19:30:34.539,1.08207,1.0821399999999999
BTCUSD,2016-01-04 19:30:34.617,1.08207,1.08212
BTCUSD,2016-01-04 19:30:36.783,1.08206,1.08212
BTCUSD,2016-01-04 19:30:37.101,1.08207,1.08212
BTCUSD,2016-01-04 19:30:43.420,1.08206,1.08212
BTCUSD,2016-01-04 19:30:51.126,1.08207,1.08212
BTCUSD,2016-01-04 19:30:58.785,1.08206,1.08212
